	TCGA-2A-A8VL	TCGA-2A-A8VO	TCGA-2A-A8VT	TCGA-2A-A8VV	TCGA-2A-A8VX	TCGA-2A-A8W1	TCGA-2A-A8W3	TCGA-2A-AAYF	TCGA-2A-AAYO	TCGA-2A-AAYU	TCGA-4L-AA1F	TCGA-CH-5737	TCGA-CH-5738	TCGA-CH-5739	TCGA-CH-5740	TCGA-CH-5741	TCGA-CH-5743	TCGA-CH-5744	TCGA-CH-5745	TCGA-CH-5746	TCGA-CH-5748	TCGA-CH-5750	TCGA-CH-5751	TCGA-CH-5752	TCGA-CH-5753	TCGA-CH-5754	TCGA-CH-5761	TCGA-CH-5762	TCGA-CH-5763	TCGA-CH-5764	TCGA-CH-5765	TCGA-CH-5766	TCGA-CH-5767	TCGA-CH-5768	TCGA-CH-5769	TCGA-CH-5771	TCGA-CH-5772	TCGA-CH-5788	TCGA-CH-5789	TCGA-CH-5790	TCGA-CH-5791	TCGA-CH-5792	TCGA-CH-5794	TCGA-EJ-5494	TCGA-EJ-5495	TCGA-EJ-5496	TCGA-EJ-5497	TCGA-EJ-5498	TCGA-EJ-5499	TCGA-EJ-5501	TCGA-EJ-5502	TCGA-EJ-5503	TCGA-EJ-5504	TCGA-EJ-5505	TCGA-EJ-5506	TCGA-EJ-5507	TCGA-EJ-5508	TCGA-EJ-5509	TCGA-EJ-5510	TCGA-EJ-5511	TCGA-EJ-5512	TCGA-EJ-5514	TCGA-EJ-5515	TCGA-EJ-5516	TCGA-EJ-5517	TCGA-EJ-5518	TCGA-EJ-5519	TCGA-EJ-5521	TCGA-EJ-5522	TCGA-EJ-5524	TCGA-EJ-5525	TCGA-EJ-5526	TCGA-EJ-5527	TCGA-EJ-5530	TCGA-EJ-5531	TCGA-EJ-5532	TCGA-EJ-5542	TCGA-EJ-7115	TCGA-EJ-7123	TCGA-EJ-7125	TCGA-EJ-7314	TCGA-EJ-7315	TCGA-EJ-7317	TCGA-EJ-7321	TCGA-EJ-7327	TCGA-EJ-7328	TCGA-EJ-7330	TCGA-EJ-7331	TCGA-EJ-7781	TCGA-EJ-7782	TCGA-EJ-7783	TCGA-EJ-7784	TCGA-EJ-7785	TCGA-EJ-7786	TCGA-EJ-7788	TCGA-EJ-7789	TCGA-EJ-7791	TCGA-EJ-7792	TCGA-EJ-7793	TCGA-EJ-7794
AURKB	2.1323	5.0075	4.1024	4.8331	6.9683	5.0583	5.2744	3.1299	4.9877	3.9142	5.8546	4.9887	4.6166	4.3031	5.7789	4.188	3.8148	4.7467	2.6329	4.7771	5.5537	6.6032	8.1245	5.9046	4.8508	6.7324	7.5951	3.6513	2.4147	3.643	4.2063	4.3176	4.8826	5.5268	7.5272	3.8471	4.5838	7.3259	2.2818	1.5775	4.5625	5.3558	5.4336	5.3443	4.9419	2.8011	2.9865	2.6228	6.7654	5.5945	4.2911	4.2502	4.945	4.3661	2.6677	4.558	4.7913	5.6025	4.2741	3.5655	3.2218	4.3261	3.2988	4.0019	2.9081	5.6839	4.2267	4.5878	3.6967	4.197	6.0754	4.4844	2.9733	3.8841	5.5576	4.3174	4.2177	4.9088	5.4751	5.0247	4.4352	4.9496	4.4175	4.4236	5.6277	4.1723	3.5902	3.9975	4.3367	5.3441	4.0917	5.2247	4.2791	3.8574	5.8305	6.8061	4.5641	3.7387	4.0384	5.2901
AVIL	3.876	4.7468	5.6086	3.2746	6.3105	3.8975	3.9822	4.1079	4.608	2.9786	6.0274	2.5471	3.4465	3.8253	3.5765	2.6833	5.4515	3.8445	4.2974	4.6672	4.5618	5.2703	4.1633	3.1121	5.809	3.9551	3.1839	4.3056	3.9075	4.1197	3.5621	4.1312	3.3764	4.6363	2.4524	3.9152	2.72	4.2497	3.8599	3.6754	3.23	3.3291	3.5096	2.6458	3.9543	2.9868	2.7331	3.385	2.5479	3.2133	4.9314	3.9947	3.4445	2.3963	4.8314	4.3611	2.9787	3.6133	3.7576	3.594	2.9317	2.6561	3.1652	2.4262	1.8984	2.2542	3.0924	2.0125	4.082	3.5485	2.5642	4.145	3.0696	3.6209	3.44	2.8532	1.7542	3.9942	3.4035	1.661	2.8632	1.6575	2.1653	4.0333	4.0581	3.4279	4.952	2.8775	3.4663	4.9181	4.2153	4.5527	3.8219	3.3541	2.6547	4.6616	3.7007	3.5501	2.5323	3.0067
AVPR1A	3.4697	6.2102	3.2412	4.6287	3.2983	3.6487	4.2536	3.7466	4.4087	3.993	5.4454	3.9826	4.8997	4.5677	2.8111	0.3685	4.5479	4.1934	4.6096	2.801	4.2502	3.8437	4.4298	4.5331	5.3521	4.3892	3.561	3.9574	5.7956	4.249	3.9031	4.0733	4.5548	3.8834	2.8811	4.3349	4.8441	2.7566	5.6149	3.7356	3.3954	4.6869	3.053	4.669	5.7827	4.2796	5.893	6.6353	3.3763	3.4142	6.3148	5.6343	5.4765	4.5533	4.3086	3.6189	4.8433	5.4626	6.5356	4.9307	4.4079	4.277	3.5871	6.9514	4.4793	5.9489	5.2586	3.9398	5.0127	5.6669	5.2689	5.5806	5.266	5.7298	4.7625	3.9447	6.0616	4.9459	4.9086	5.5558	4.4791	4.4744	4.7202	3.7897	5.6366	5.5201	5.9165	6.4398	5.3389	3.888	5.7785	4.2584	5.7203	6.2351	4.7044	4.7999	5.3584	6.709	4.8005	5.1784
AVPR1B	-1.9181	-1.9181	1.8373	-0.4438	-1.9181	-0.4407	-1.9181	-1.9181	-1.9181	-0.5399	-0.5193	0.8944	-0.1056	-0.5949	-0.1867	-1.9181	0.3787	1.8999	0.5382	-1.9181	-1.9181	-0.2718	3.3405	-1.9181	0.7208	1.7284	2.6719	-1.9181	1.8029	-1.9181	1.2412	1.5975	-1.9181	-1.9181	-1.9181	0.2522	-1.9181	-1.9181	-0.4651	-0.3065	-0.261	-0.3592	-1.9181	3.1788	-0.7642	0.7667	-1.9181	-1.9181	-0.0551	4.9212	-1.0078	-0.435	-1.9181	-1.9181	2.5143	-0.6432	1.9335	0.4154	1.512	-0.9977	-1.9181	-1.9181	-1.9181	-1.9181	-0.7871	-1.9181	0.7155	-1.9181	0.082	0.0035	1.1029	1.5587	0.108	0.4425	-1.9181	-1.9181	-0.1741	0.8732	-1.9181	-1.9181	-0.7406	0.1785	-1.9181	-1.9181	1.0608	-0.5812	-0.7994	-0.8044	-1.9181	-0.2208	0.8404	1.875	0.4592	-1.9181	-1.9181	1.2553	-0.4584	-0.1222	0.0748	-1.9181
AVPR2	4.1928	3.6884	3.0623	4.1439	3.2983	1.3926	3.9443	3.7915	4.6387	2.8147	4.0258	5.0421	3.6889	3.2933	1.7374	3.2483	3.5851	4.0797	3.2877	2.8688	3.0335	3.0279	3.7274	3.3587	2.4161	4.2309	3.3847	2.9817	2.8429	3.2066	3.0552	3.0958	3.211	2.5836	3.855	3.9152	5.6906	2.1996	3.6112	2.6435	3.6783	5.0764	3.4291	5.3862	4.3479	2.9868	3.1337	4.2083	2.9894	3.8203	4.731	3.5146	4.7452	2.8177	2.2485	3.7045	2.2736	3.7341	3.9809	4.3958	2.6998	2.9965	3.3612	3.8397	4.1616	4.9286	4.663	4.2347	2.8369	3.301	1.4728	2.9951	3.7882	4.3583	4.3377	4.6659	3.1649	4.9641	4.806	3.617	2.3042	3.5281	4.5883	2.4199	3.1809	4.0369	4.0877	4.1555	3.0768	3.5653	4.6429	2.2945	4.5075	3.9599	4.4181	4.2755	5.071	5.7081	3.5484	3.8269
AZGP1	15.5463	15.8277	11.2791	15.091	15.0606	15.1101	13.1425	15.9104	15.2171	14.3289	5.3258	14.5176	15.1079	13.9353	13.0407	10.1978	14.4595	12.131	15.1131	15.0914	14.8833	14.9952	12.382	9.4287	11.9991	11.6052	9.7922	12.8489	15.0716	12.9449	12.5945	12.3416	15.4491	14.24	12.104	14.6319	13.8683	15.9105	15.0161	12.804	11.7846	14.5134	12.6053	11.9108	14.2789	13.6292	14.737	13.8158	12.5713	14.3841	14.9091	15.5857	14.6294	15.0414	15.3375	10.7362	14.0595	16.1218	14.4758	14.8881	14.5047	12.2717	15.4152	13.6105	15.0741	13.9465	11.1636	13.7665	13.3747	10.6753	3.9962	13.8763	13.7739	13.6282	15.0224	14.4083	14.778	15.4908	15.3172	14.7387	13.7338	10.8948	15.5643	12.6947	13.8943	12.8879	15.3734	14.7052	14.8812	14.4745	13.8603	14.4512	13.3908	15.5483	14.2543	12.1053	15.5721	14.2371	15.2428	15.3373
AZU1	0.3724	-1.9181	-0.6615	-0.4438	-0.3801	-0.4407	-1.9181	-1.9181	-1.9181	-0.5399	-0.5193	-1.9181	0.3356	-1.9181	-1.9181	-1.9181	-1.9181	-1.0122	-1.9181	-0.7374	-1.9181	-1.9181	-1.9181	-1.9181	0.2472	-1.9181	-0.7276	-1.9181	-0.4634	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.0598	-1.9181	-1.9181	-1.9181	-0.3065	-0.261	-0.9376	1.4525	-0.5903	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.0078	-0.994	-1.9181	-0.6857	-1.9181	0.0228	-0.3724	-1.0637	-1.9181	-0.9977	-1.9181	-0.7367	-1.9181	-1.9181	-0.7871	-0.4836	-0.8887	2.4555	-1.9181	-1.9181	-1.9181	-0.7377	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.0678	-1.9181	-1.9181	-1.9181	-0.8531	-0.6253	-1.9181	-1.9181	0.5616	-0.7994	0.2493	-0.1228	-0.8332	-0.8115	-0.1789	-1.9181	-1.9181	-0.0971	-1.9181	-1.011	-1.9181	-1.9181	-0.7649
B3GALT1	1.5055	-1.9181	2.4361	2.7769	-1.9181	0.7495	0.1142	0.9726	-0.3419	0.9689	1.7208	0.5463	2.8571	3.6074	2.1898	-0.3625	1.7533	1.7092	1.9364	2.4041	1.6707	1.6243	-1.9181	3.265	1.362	1.6304	0.6978	0.6202	4.0746	2.1179	3.1147	0.7184	1.7062	-0.0913	1.6349	2.1483	0.8841	-0.0202	2.2818	0.9234	2.7078	2.7446	2.6173	-0.5903	2.7545	3.2991	2.8226	3.8811	0.7315	1.9859	2.0773	1.844	1.025	-0.0308	1.655	1.0996	1.9335	2.5419	1.512	0.5318	2.9317	1.1875	1.5242	2.0346	-0.7871	1.4557	2.0431	1.1984	2.667	3.0021	-1.9181	1.7141	2.8156	2.0339	0.9211	1.8456	2.3009	1.765	0.7978	0.5912	1.5537	-0.2471	0.0456	2.1711	3.0282	1.4261	1.9943	1.2754	2.5415	0.806	3.7095	1.2812	2.9558	0.4134	1.7141	-1.9181	1.7116	1.822	2.9554	1.6687
B3GALT2	5.1408	6.4917	3.4497	6.8644	4.6117	0.2738	5.1133	5.7481	6.7657	5.0191	5.8761	2.8156	5.2789	5.8945	5.3281	3.0834	7.1406	4.0598	6.7907	6.836	5.9538	4.3616	3.7274	3.6456	3.0187	3.8717	4.049	7.4231	6.951	6.17	6.6386	4.9045	4.384	5.1145	4.6096	5.8034	5.6684	3.1575	5.9832	3.9539	4.1178	5.6203	4.3688	5.114	6.9249	6.7359	6.7879	7.8465	5.4784	6.0767	6.7703	6.5704	6.2215	6.6322	6.2941	5.7137	6.3311	6.3603	6.3071	5.5701	8.1183	5.6021	7.9437	6.4523	6.4715	5.9646	5.0099	5.1201	6.2215	7.0114	4.1055	6.1963	6.7782	5.7073	7.1119	5.7746	6.5945	6.1453	5.9094	5.0609	4.9219	5.197	5.9282	5.2151	5.9159	6.684	6.6042	7.0079	6.3915	5.0007	6.8797	5.3504	7.9836	7.474	5.3862	3.8352	6.3414	8.3154	6.7271	6.5374
B3GALT5	-1.9181	-1.9181	2.3346	-0.4438	0.3474	-0.4407	1.8221	-0.5374	-1.9181	0.9689	3.7751	0.0864	2.1973	0.543	3.3346	0.8514	5.0469	3.9985	0.0792	2.4927	-0.553	2.074	2.5792	-0.7686	0.7208	3.6643	5.1242	2.3017	1.0754	2.7626	1.4404	3.6658	-0.6452	0.3513	2.971	2.1483	0.0774	-1.9181	0.2439	1.8191	3.0432	1.217	1.2796	2.4487	3.0651	1.8548	3.5553	4.3286	1.2377	1.8992	3.2233	3.4843	-0.4998	2.8177	3.5997	4.7515	4.499	1.9633	4.0102	1.1072	0.974	3.2207	0.1829	2.7339	1.6315	1.9521	1.8361	4.1895	2.2519	3.7985	4.6292	4.2756	4.7455	4.3389	3.1403	-0.2011	3.0613	-0.6074	-1.9181	-0.5594	2.3986	3.1595	0.0456	0.1537	5.8717	2.2345	3.6269	1.2754	3.7378	3.2424	5.2749	2.2005	4.8644	2.8123	0.6828	-1.9181	3.0248	1.5268	1.5969	3.6521
B3GAT1	9.5636	9.4126	7.6694	10.6959	6.4333	6.3146	6.893	8.6054	9.57	10.2385	7.8333	10.5466	10.8365	11.2265	10.7306	10.2492	7.3746	10.4941	10.3447	9.9344	10.322	9.5828	6.7993	9.1659	7.8157	9.3188	3.561	7.7728	7.6519	9.5606	10.4629	9.2384	10.4641	9.4983	7.3667	9.0433	6.6646	8.1303	9.257	10.2654	9.9448	9.6398	9.4955	7.8779	8.9578	10.0688	10.1624	9.2274	10.0288	7.2506	10.7086	9.218	9.6566	7.4997	7.565	9.9866	8.651	10.766	5.7537	5.9632	8.9377	8.4084	8.5033	9.4918	8.6192	8.4776	6.8123	10.4553	10.2631	9.5043	6.654	8.7184	9.2535	10.5342	9.4627	6.9371	9.6686	7.9281	10.3756	10.961	9.5369	10.7318	10.7767	10.7332	10.0127	9.2734	11.2582	10.2313	9.1901	9.1473	9.0274	9.5423	9.7502	10.6977	7.0696	7.8582	10.237	9.248	8.9947	11.0048
B3GAT2	3.384	3.6026	3.324	2.7377	3.8513	2.2495	3.1835	2.9608	3.8126	4.4798	3.6891	1.978	2.2415	3.4484	3.3684	1.5322	2.3921	2.6925	3.5933	2.9648	3.3608	2.6018	3.712	3.9125	3.8753	3.4334	3.0389	3.6435	3.3656	3.3531	3.0196	3.57	2.4106	2.9258	3.5705	3.0669	3.9766	2.936	3.7992	3.0215	2.3071	2.6829	2.2381	2.6028	2.9668	3.0984	3.2376	1.6044	2.0766	2.9003	2.9133	3.1094	3.2251	3.1836	2.7001	1.8868	3.406	2.358	3.2899	0.9834	2.2842	3.1495	2.498	3.1684	3.4401	2.7106	3.9412	2.0554	2.7555	3.4276	3.5656	3.9414	2.9461	2.7529	0.1581	2.8226	2.3315	3.5946	1.575	1.8666	2.0442	0.5299	2.3185	2.4538	2.7708	3.1946	2.9941	2.7954	3.2494	3.1809	3.4896	3.3114	2.6556	3.2305	2.8464	2.2302	2.4808	3.4719	1.8211	2.8049
B3GNT3	3.9739	0.6725	3.4497	2.4441	5.9597	3.4132	6.6965	4.6855	7.5054	4.1037	6.4974	5.8693	6.1911	2.6384	4.4019	3.8713	8.1161	4.7343	3.4002	6.0656	4.7299	4.3616	4.6546	0.3007	5.8898	5.6353	7.5009	7.7128	5.2494	5.2074	6.03	5.692	3.8955	5.3592	3.807	6.6942	2.0763	6.5991	6.8597	4.4962	6.5416	7.1771	5.7804	6.1975	4.8313	4.9049	5.8296	7.8057	6.8019	3.9117	6.8568	8.815	4.5133	4.4859	5.904	5.0255	5.2803	4.7197	7.2321	6.285	5.3989	8.924	2.5664	4.9507	4.136	5.4287	4.9209	5.9141	4.4218	4.1677	2.0112	6.0212	5.6785	3.8016	7.4205	7.2584	4.3987	5.7321	3.7891	0.9414	3.9656	6.6642	2.4949	5.6275	3.2744	6.9892	6.689	5.6035	6.6761	4.2893	7.7387	3.66	6.9418	3.8924	6.0507	1.6942	6.3039	7.5422	4.4302	6.0232
